0.00391, 0.56286
0.00412, 1.49362
0.00425, 0.58788
0.00425, 0.54127
0.00450, 1.48781
0.00465, 0.61125
0.00465, 0.52815
0.00492, 1.54246
0.00492, 1.45544
0.00509, 0.62381
0.00509, 0.51384
0.00539, 1.55122
0.00539, 1.44753
0.00556, 0.63663
0.00556, 0.50785
0.00579, 2.01578
0.00589, 1.55806
0.00589, 1.44117
0.00599, 2.67311
0.00613, 1.10627
0.00609, 0.65107
0.00609, 0.50371
0.00629, 2.08738
0.00629, 1.96425
0.00645, 1.56494
0.00645, 1.43453
0.00660, 2.65510
0.00666, 1.15012
0.00666, 1.08069
0.00666, 0.66111
0.00666, 0.49982
0.00688, 2.10540
0.00688, 1.94826
0.00706, 1.56789
0.00706, 1.42883
0.00717, 2.66706
0.00729, 1.16126
0.00729, 1.07189
0.00729, 0.66962
0.00729, 0.49575
0.00747, 0.13355
0.00753, 2.12047
0.00753, 1.93442
0.00772, 1.57415
0.00772, 1.42285
0.00785, 2.75348
0.00785, 2.59704
0.00798, 1.17006
0.00798, 1.06383
0.00798, 0.68052
0.00798, 0.49109
0.00819, 0.13257
0.00824, 2.13116
0.00824, 1.92350
0.00845, 1.57646
0.00845, 1.41660
0.00859, 2.76447
0.00859, 2.58943
0.00873, 1.17942
0.00873, 1.05229
0.00873, 0.69844
0.00873, 0.48607
0.00895, 0.13701
0.00895, 0.12812
0.00902, 2.14057
0.00902, 1.91626
0.00924, 1.58209
0.00924, 1.41156
0.00940, 2.76737
0.00940, 2.58563
0.00955, 1.18636
0.00955, 1.03241
0.00955, 0.71369
0.00955, 0.48090
0.00979, 0.13764
0.00979, 0.12708
0.00987, 2.14956
0.00987, 1.90984
0.01011, 1.58342
0.01011, 1.40713
0.01028, 2.77725
0.01028, 2.58292
0.01045, 1.19335
0.01045, 1.01673
0.01045, 0.72439
0.01045, 0.47549
0.01071, 0.13816
0.01071, 0.12617
0.01080, 2.15588
0.01080, 1.90264
0.01107, 1.58941
0.01107, 1.40271
0.01125, 2.77783
0.01125, 2.57967
0.01144, 1.20012
0.01144, 1.00591
0.01144, 0.73356
0.01144, 0.47073
0.01172, 0.13854
0.01172, 0.12551
0.01182, 2.16448
0.01182, 1.89747
0.01211, 1.58974
0.01211, 1.39684
0.01219, 0.30354
0.01231, 2.78833
0.01231, 2.57967
0.01251, 1.20592
0.01251, 0.99459
0.01251, 0.74425
0.01251, 0.46631
0.01282, 0.13909
0.01282, 0.12483
0.01293, 2.17130
0.01293, 1.89389
0.01309, 0.28194
0.01325, 1.59609
0.01325, 1.39216
0.01336, 0.31973
0.01347, 2.79009
0.01347, 2.57265
0.01369, 1.21150
0.01369, 0.97989
0.01369, 0.77596
0.01369, 0.46145
0.01403, 0.13938
0.01403, 0.12420
0.01415, 2.17495
0.01415, 1.88715
0.01426, 0.27184
0.01450, 1.59676
0.01450, 1.38808
0.01444, 0.32492
0.01474, 2.79477
0.01474, 2.56780
0.01498, 1.21736
0.01498, 0.96238
0.01498, 0.79456
0.01498, 0.45625
0.01535, 0.13982
0.01535, 0.12356
0.01548, 2.18409
0.01548, 1.88517
0.01561, 0.26645
0.01586, 1.60212
0.01586, 1.38344
0.01605, 0.33378
0.01600, 0.10128
0.01613, 2.80534
0.01613, 2.56780
0.01639, 1.22324
0.01639, 0.94321
0.01639, 0.81122
0.01639, 0.45121
0.01655, 0.24948
0.01680, 0.14015
0.01680, 0.12288
0.01694, 2.18638
0.01694, 1.87768
0.01736, 1.60548
0.01736, 1.37765
0.01750, 0.34581
0.01750, 0.10205
0.01765, 2.80946
0.01765, 2.56189
0.01774, 1.23080
0.01757, 0.91276
0.01773, 0.83993
0.01794, 0.44622
0.01808, 0.23631
0.01838, 0.14047
0.01838, 0.12222
0.01853, 2.19510
0.01853, 1.87610
0.01816, 0.87868
0.01900, 1.60885
0.01900, 1.37246
0.01915, 0.35202
0.01915, 0.10197
0.01931, 2.80946
0.01931, 2.55599
0.01963, 0.44000
0.01985, 1.23129
0.01979, 0.23209
0.02012, 0.14091
0.02012, 0.12160
0.02028, 2.19833
0.02028, 1.86904
0.02078, 1.61155
0.02078, 1.36729
0.02096, 0.35918
0.02084, 0.10503
0.02113, 2.81536
0.02113, 2.55599
0.02148, 0.43259
0.02165, 1.24237
0.02165, 0.22967
0.02201, 0.14115
0.02201, 0.12102
0.02219, 2.20525
0.02219, 1.86747
0.02274, 1.61494
0.02256, 1.36290
0.02293, 0.36934
0.02201, 0.10725
0.02312, 2.81595
0.02312, 2.54956
0.02349, 0.17191
0.02367, 0.42551
0.02369, 1.24994
0.02369, 0.22799
0.02389, 0.19568
0.02408, 0.14171
0.02408, 0.12036
0.02428, 2.21034
0.02428, 1.86005
0.02489, 1.62274
0.02489, 1.35417
0.02509, 0.37899
0.02530, 2.81772
0.02530, 2.53783
0.02550, 0.17828
0.02550, 0.16727
0.02540, 0.41407
0.02593, 1.25862
0.02593, 0.22651
0.02571, 0.10887
0.02614, 0.19534
0.02635, 0.14186
0.02635, 0.11976
0.02657, 2.21545
0.02657, 1.85576
0.02679, 3.32528
0.02723, 1.62342
0.02723, 1.34624
0.02661, 0.39091
0.02768, 2.82778
0.02768, 2.52721
0.02766, 0.18435
0.02791, 0.16584
0.02837, 1.26816
0.02837, 0.22509
0.02860, 0.19861
0.02884, 0.14243
0.02884, 0.11880
0.02907, 2.22149
0.02907, 1.85071
0.02931, 3.53225
0.02931, 3.31137
0.02955, 0.11117
0.02980, 1.62508
0.02980, 1.32388
0.03029, 2.83015
0.03029, 2.52668
0.03054, 0.16477
0.03104, 1.28849
0.03104, 0.22321
0.03130, 0.20075
0.03155, 0.14270
0.03155, 0.11661
0.03181, 2.22756
0.03181, 1.84567
0.03207, 3.54635
0.03207, 3.29889
0.03204, 0.11302
0.03190, 1.62025
0.03314, 2.83550
0.03251, 2.52183
0.03341, 0.16380
0.03274, 1.30497
0.03383, 0.22095
0.03424, 0.20210
0.03453, 0.14309
0.03481, 2.23410
0.03481, 1.83872
0.03510, 3.55752
0.03510, 3.28578
0.03597, 1.64122
0.03626, 2.84085
0.03641, 0.16311
0.03768, 0.22117
0.03747, 0.20393
0.03778, 0.14366
0.03809, 2.23645
0.03809, 1.82643
0.03840, 3.56274
0.03840, 3.27409
0.03936, 1.64535
0.03968, 2.84204
0.04014, 0.16098
0.04131, 0.20814
0.04086, 0.21824
0.04134, 0.14399
0.04168, 2.24867
0.04196, 1.83090
0.04202, 3.57022
0.04202, 3.26244
0.04306, 1.65400
0.04342, 2.84622
0.04377, 0.16007
0.04395, 0.21099
0.04523, 0.14456
0.04563, 2.21950
0.04560, 1.82031
0.04598, 3.57921
0.04598, 3.24811
0.04712, 1.63976
0.04751, 2.86117
0.04790, 0.15870
0.04949, 0.14517
0.04990, 2.25670
0.04990, 1.81269
0.05004, 3.58386
0.05031, 3.23474
0.05156, 1.66653
0.05198, 2.86838
0.05245, 4.09865
0.05241, 0.15731
0.05416, 0.14593
0.05460, 2.26713
0.05460, 1.79806
0.05505, 3.59576
0.05505, 3.20079
0.05642, 1.68263
0.05688, 2.87834
0.05735, 0.15596
0.05877, 4.09944
0.05944, 0.14695
0.05975, 2.27761
0.05975, 1.77571
0.06024, 3.59576
0.06024, 3.19408
0.06130, 1.68874
0.06224, 2.88614
0.06275, 0.15336
0.06431, 4.07111
0.06431, 2.50348
0.06479, 0.14860
0.06537, 2.28144
0.06537, 1.76518
0.06591, 3.60784
0.06591, 3.18072
0.06636, 1.70457
0.06810, 2.87561
0.07037, 4.20804
0.07037, 3.99818
0.07037, 2.50348
0.06980, 0.15078
0.07153, 2.29343
0.07212, 3.61238
0.07188, 3.17326
0.07448, 1.73226
0.07452, 2.88769
0.07700, 4.22660
0.07700, 3.98229
0.07700, 2.49457
0.07827, 2.29872
0.07892, 3.62148
0.08022, 3.15217
0.08154, 2.89557
0.08426, 4.24436
0.08426, 3.97145
0.08088, 2.48049
0.08323, 2.31068
0.08635, 3.62908
0.08778, 3.14557
0.08922, 2.90165
0.09219, 4.25952
0.09219, 3.96147
0.09219, 2.46546
0.09449, 3.63746
0.09219, 2.32538
0.09565, 3.13399
0.09763, 2.90835
0.10088, 4.27562
0.10088, 3.94572
0.10080, 2.45545
0.10339, 3.65275
0.10509, 3.10886
0.10683, 2.92179
0.11038, 4.29359
0.11038, 3.93911
0.10859, 2.44480
0.11200, 2.31587
0.11313, 3.65428
0.11499, 3.09975
0.11689, 2.92977
0.12078, 4.31163
0.12078, 3.92510
0.12178, 2.42441
0.12128, 2.33344
0.12379, 3.66118
0.12583, 3.04904
0.12728, 2.97346
0.13216, 4.33065
0.13216, 3.91605
0.13334, 2.36978
0.13545, 3.67117
0.13996, 3.01834
0.14461, 4.35250
0.14461, 3.89967
0.14285, 2.33703
0.14821, 3.68737
0.14760, 3.01767
0.15824, 4.37446
0.15824, 3.88987
0.16008, 4.96509
0.16217, 3.69279
0.17315, 4.40298
0.17315, 3.86265
0.17457, 4.95133
0.17806, 3.72968
0.18946, 4.44192
0.19102, 5.13761
0.19102, 4.79719
0.19417, 3.80154
0.20608, 4.53984
0.20901, 5.86920
0.20901, 5.18087
0.20311, 4.73290
0.21246, 3.79277
0.22870, 5.84219
0.23000, 5.17540
0.23248, 3.79243
0.24943, 5.78815
0.24850, 5.21468
0.27593, 5.80564
0.27383, 5.28953
0.29962, 5.77378
0.29962, 5.31621
0.32785, 5.80531
0.32785, 5.34191
0.35874, 5.97974
0.35874, 5.67796
0.35874, 5.36210
0.39254, 5.99983
0.39254, 5.63291
0.39254, 5.37899
0.42952, 6.01621
0.42952, 5.46552
0.46975, 6.54603
0.46999, 6.03010
0.46999, 5.51554
0.51007, 6.85564
0.51007, 6.38664
0.51427, 6.05543
0.51427, 5.51141
