0.00072, 92.96805
0.00043, 2.09649
0.00049, 2.69230
0.00050, 1.64698
0.00057, 3.20484
0.00056, 1.41204
0.00065, 1.20382
0.00067, 3.92350
0.00068, 8.90364
0.00070, 41.27390
0.00067, 6.80992
0.00070, 20.77562
0.00071, 12.23351
0.00072, 28.58678
0.00075, 73.37092
0.00074, 53.70049
0.00073, 15.55039
0.00075, 5.59905
0.00076, 1.10575
0.00076, 4.72267
0.00076, 8.26430
0.00076, 36.07432
0.00079, 23.43561
0.00083, 65.88272
0.00083, 5.24958
0.00090, 1.05466
0.00105, 0.93469
0.00124, 0.80856
0.00146, 0.70893
0.00171, 0.67051
0.00201, 0.59750
0.00237, 0.54171
0.00278, 0.48958
0.00327, 0.46100
0.00384, 0.43136
0.00452, 0.38157
0.00531, 0.35434
0.00624, 0.33818
0.00734, 0.29695
0.00863, 0.26764
0.01014, 0.25255
0.01192, 0.25214
0.01401, 0.22205
0.01647, 0.20268
0.01936, 0.18306
0.02276, 0.17248
0.02675, 0.16088
0.03144, 0.15028
0.03697, 0.13353
0.04345, 0.12449
0.05107, 0.11683
0.06004, 0.10696
0.07057, 0.09884
0.08295, 0.09112
0.09752, 0.08056
0.11463, 0.07626
0.13473, 0.07199
0.15839, 0.06496
0.18620, 0.05788
0.21886, 0.05491
0.25728, 0.04955
0.30241, 0.04623
0.35547, 0.04300
0.41786, 0.03955
0.49115, 0.03712
0.57739, 0.03339
0.67870, 0.03087
0.79776, 0.02888
0.88513, 0.02753
